sentiment,text_lemmatized
5,junte pedazo construí versión valiente animar ser ayer
5,valiente cobard si pequeño cobarde poder ser gran valiente
5,ser valiente querer decir miedo actuar pesar jk rowling unidostodosx dezurdateam
5,pasar cheeeee andar aquí poder rankear arreglar puts server r mrd
5,osado hice crush
5,creer gran mayoría gente opinar coche eléctrico conducido vida si poner opinar coche pilar hidrógeno menos osado
5,llámenmir osado decir calidad vido libro cantidad vido
5,poder parecer osado poder criticar manager talla buddy bailey preferir enfrentar rangel ravelo hernar pérezi do not think
5,volvi solo quejar yo aire pq devuelta hacer atrevido
5,q atrevido ñengo
5,mogolico dejo teléfono seg manotea atrevido orto jajajaajjajar parecer q entender
5,capaz flayo saber porq hacer ví drama recordar casi mismo personalidad poniéndome pensar casi hacer sjsks song kang atrevido l infinitar chico tierno
5,mira ir patear dejar hacerte loco wacho atrevido
5,padre madre unido matrimonio tomado mano pasear hijo brazo ir ser gesto revolucionario intrépido decadente siglo g k chesterton
5,markito intrépido
5,cómo leandro n calle desarmo des cuenta blanca voz grueso barry allir m flash querer volver pasado ir tanto rápido intrépido descaro poder construir constituir daño
5,enfermar mujer horrible grite
5,incrédulo ahora intrépido
5,diosito saber si miopía imparable bolirán
5,jc enseño hacer champiñón parrillar imparable
5,volver imparable trabaja cosa gente poder quitarte cosa físico mentalidad vida espiritual escribosinfiltro
5,ganar verdes san pedro macoris equipo imparable
5,ro abr jermaine palacio dar imparable luego manda tocar javier sanoja tocar luego dar luz verde batear doble play béisbol castigar juega mal
5,olvidarte nenir volver osadir
5,odiar rebaño aquel pensar modo distinto opinión sino osadir querer pensar si mismo saber hacer arthur schopenhauer
5,odiar rebaño aquel pensar modo distinto opinión sino osadir querer pensar si mismo saber hacer arthur schopenhauer
5,odiar rebaño aquel pensar modo distinto opinión sino osadir querer pensar si mismo saber hacer arthur schopenhauer
5,odiar rebaño aquel pensar modo distinto opinión sino osadir querer pensar si mismo saber hacer
5,muera encoger hombro despreocupado pesar planteado dejar fumar nunca si incluso drogar pastilla dar
5,risilla dejar salir restar él importancia modo ademán despreocupado tranquila pasar afán mermar sobresalto llevo ido hacer rato normal ver venir mentir razón primero mencionado morir hambre
5,aquí echado cama año medio ir ser fuckin crack despreocupado
5,despreocupado pasar sigo ser mismo
5,despreocupado nadie visto decir cosa caro
5,hermán año saber q cancion d jona brothers indiferente marilia saber jona brothers verdad camp rock solo conocer bad bunny cantante
5,m doler pensar q t pod poner indiferente arruinar poco felicidad
5,aiga ser haiga ser gober querer señor apellido tienda comercial candidato saber queír presidente municipal pues parecer oposición indiferente prueba duda ja
5,xq pedi perdón si indiferente quedo razón
5,gente honesto gente deshonesta gente corruptible gente incorruptible gente valor gente valor gente oportunidad gente oportunidad gente solidario gente insensible gente politiquera gente indiferente
5,capar protectora nadie poder acercar él quedar él bajo apariencia imperturbable habitar temor duda permitir nadie conocer demasiado excepto dejar entrar aquel día aún saber andreo longarelar
5,zen absoluto casi imperturbable cosa mundana
5,mejor cultivir mente imperturbable frente adversidad
5,saber si amigar especialmente guapo siempre buen cara levantar belleza imperturbable aunque resacar anoche dormir casa experiencia cero recomendable puntuación negativo tripadvisor
5,definitivo político espécimar aséptico capcioso poseer extraordinario habilidad metamorfosis vender escrúpulo mítico luego renunciar oportunismo provee utilidad imperturbable ingesta escualo pútrido
5,razón red social militar activo retirado usar lenguaje insulto desvergonzado grosero procaz
5,larreta andar dar clase desvergonzado
5,vacuno doxing ser desvergonzar pase mano recordar solo nivel desvergüenza suficiente sufrir desbalance emocional severo amenazar cualquiera pendejx creer virtud dos pata
5,jxc periodista estar defender justificamdo robar ataque desvergonzado gente dejarl claro volver nunca mas nolavir lacastaerasvo
5,cínicola teoría llamar cosa nombre desvergonzado uso general gusta aplico primero lópez gastar promover magnanimidad p tomar pues dar votar xóchitl auténtico
5,vibrar punto específico pierna izquierdo arriba rodilla miedo llevar minuto exagerar
5,dar miedo imaginarme bracket
5,deber amar miedo ser traicionar
5,vida constante miedo éxito
5,miedo dar ver cómo desaparez mundo temer mundo
0,sentir abrumado
0,salvador único persona abrumado versión nadiecomotú
0,abrumado airdrops youtube imposible gestionar él mover rápido determino plan quemo
0,oh vacación tesoro incierto venidero preciado cualquiera trabajador abrumar sobreexplotación sueño fugaz dinero parecer importar cambio breve respiro placer diversión alivio tesoro perdido ahora convertido
0,consejo nadie pedir si día sientes abrumar triste enojado ansioso cerrar ojo piérdete respiración
0,ir solucionar ley anti fake news manejo información absolutamente desbordado
0,desbordado
0,desbordado felicidad ansiedad
0,consecuencia venir hacer ahora default justicia hiperinflacion infraestructuro destruido endeudamiento gasto publico desbordado carga tributario confiscatorio regulación violar constitucion
0,pón jazz quesque relajarte sonidero desbordado lado mejor cambio canción celine dion
0,vivir ignorancio aportar mas tranquilidad mejor sobrecargado información ser pragmatico coherente mismo vivir burbuja saber acontecer alrededor incendio ir quemar mas ignor vehemencia
0,decir q escrir qiera si querer hacer ir andar rogar ar sobrecargar cosa único poder hacer responder rato
0,malo llorar mal día estrés sobrecargado universidad trabajar problema personal motivo querer si usted querer llorar hágalo queír hora queír libérese peso solo usted entender
0,conseguir dificil arreglado problema centro sobrecargo sobrecargado centro problema
0,decir maquillaje sobrecargado entender nunca suficiente brillo ojo
0,llenito pueblo ir cena conrad yamandu desbordante humildad oddone seguro ir cpa ferrere paga costoso ticket capaz hablar ajuste mal plebiscito u mesa además escuchar cheto vilaro realmente bien izquierdo
0,ar romantic alv dolor bienvenido amor desbordante
0,desbordante corrupción infiltrar él estructura poder resultado devastadora lucha fenómeno utilizado táctico persecutorio propio sistema político cerrado disminuir corrupción implicar revitalizar sistema constitucional tarea solo poder lograr él mediante innovación institucional consultar popular deber ser oportunidad avanzar dirección
0,amor persona correcto emoción desbordante vacila sino sensación paz libertad ser mismo compañía
0,ㅤ entender diz deber detenertir existir ninguno gemela aquel desbordante energío cubrir silueto oscuridad comenzar desaparecer
0,bueno hoy inundado ciudad buggeado spidermar trabajo bien hecho
0,si pasado pasar guatemala tuiter inundado puro amortz amor inmenso hermoso ser
0,juanchaco buenaventura inundado basura temporada turismo recibir basurero muelle malo impresion turista franciamarquezm dilianfranciscar lafmcali elpaiscali mabellaranews eltiempo sergiofajardo minambienteco parquescolombia
0,año poder empezar peor
0,patio re inundado quedar
0,situación sala esperar sanatorio cardiovascular familia esperar hijo operación acv tres hora operación obra social chica muerto sistema público colapsado ir parar gente poder pagar triste
0,bocagrande colapsado tráfico imposible
0,felicito ampliamente imbécil luisbnava cerrar arteria crítico ciudad corregidoro colapsado centro gracias ndejo
0,terminar primero semana enero variar chorrossv colapsado monseñor
0,ir higir vuelo latamchi antofstgo maleto cabín vuelo internacional obligar enviar maleta bodego voluntad aeropuerto internacional colapsado pasar si tardar tiempo retirar maleta retrasar trámite intern
0,ir solucionar ley anti fake news manejo información absolutamente desbordado
0,desbordado
0,desbordado felicidad ansiedad
0,consecuencia venir hacer ahora default justicia hiperinflacion infraestructuro destruido endeudamiento gasto publico desbordado carga tributario confiscatorio regulación violar constitucion
0,pón jazz quesque relajarte sonidero desbordado lado mejor cambio canción celine dion
0,querer tener animal preocupado ansiedad siempre salir d casa aunq hora
0,nunca preocupado tratado tanto bien ahora
0,cartagén gobierno local preocupado bajo turismo ocupacion hotelero espera pasar si estafan medio hablar diferente mandar huevir
0,ay preocupar
0,poder creer papá llame trompudo preguntarme novio preocupado jaksjajakjsja
0,perro pastor alemán llorar afuero calle imagino dsta perdido baje ver si poder ayudar él abrir puerta asustado
0,chistoso lizli decir poder cometer error cómo si perder
0,imagen último vez viinteractúir aborrezco hacer ver tiempo querer ver tiempo tal vez perder si mal invertido
0,perdido ar tanto comprometido buscar adentro adentro mioo
0,atacar drón masacre comunidad buenavista heliodoro castillo guerrero constatar gobierno estatal perdido cedido control territorio entero abandonar población merced terror crimen organizado
0,rey mago traer mejor país mundo nunca país mundir mano inepto incapacitado poder provocar desintegración feliz rey creyente claro
0,aquí poner pelotero incapacitado mental animal celo poder tener control mismo
0,menos mal incapacitado lunes duda así poder trabajar mandado comer vg molestar
0,solo imaginar cao trabajar si full incapacitado subir poquito amor propio
0,increible estir culpar duque existir prorrogar acuerdo conociar hacer mas año laa fecha pago petrismo si incapacitado mental
0,saturado cosa q vision board x dios
0,engañir querido saturado ahora significar vacío
0,poder creer alguno vez decir deber dejar impulsar tanto marca resort wear caribbean chic colombia mercado saturado aquí sufrir encuentro hpta set playa gustar
0,saturado q
0,volver ir hospital cólico riñón mejora después día negado hacer yo ecografía hospital saturado covid gripe si querer hacer analítica seguir saber si aun piedra mata
0,vivir atrapar
0,horrible sensación atrapado laberinto tanto variable simplemente asfixia propio respiración
0,atrapado conteo regresivo nunca llegar final
0,mujer gym mirar intensamente seguro gay atrapado cuerpo mujer heterosexual explicacion miradera sexós
0,desfile via españa xuxar justo parquie carro ahí ahora atrapado
0,agobiado deprimido asi escuche speech motivacional dar resultado motivado gimnasio volvi seguir agobiado deprimido ahora tambien cansado
0,solo número loteer tercio laura julio rezar toque pa hacer yo rico
0,referir phel casi morir hoy luego tari casi morir día preocupado agobiado poder pensar cosa
0,tanto cena evento social hoy saturadísimo mentalmente literalmente gana llorar agobiado siento
0,minuto llevar juanjo martin ducha j agobiado pobre pena dar otdirectoe
0,crecer constante despedida bienvenido
0,óyeme venir marciano spacir jam robar talento seryi abatido
0,creer pediré pan xd
0,abatido sienta orar siempre traer tranquilidad corazón
0,llamé decirte querer todavía
0,gran amiga lambofyah neville extender mano invitándola bailar pasado alguno tiempo último vez ver negar emoción sentir él quizás avergonzado nunca bailado junto cómo poder negar él
0,avergonzado profundidad amor elegí amarte costa cordura vez elijo amarte saber fácil elijo amar yo mismo profundidad incluso costa perderte
0,jamás amistad suficientemente íntimo compartir mayor afición sentir yo avergonzado si acaso coincidido gusto alguien diferenciar abismal grado apasionamiento él
0,poder nadie importir volver usar pequeño espacio brindar twitter manifestar yo totalmente avergonzado club hincho riverplate sponsor casa apuesto
0,ateo mucho razón principal demasiado avergonzado ser él giovanni di gregorio
0,hola acabo ver saltburn hermanito divertido recomeir llego parte peli casi último ro decir sudar incómodo nervioso djejdndkkw
0,q incomodo ver película familia aparezca escenar sexo súper turbia cbrn
0,papá mostrar tik toks todo familia tierno incómodo jajaja
0,día casa papá hacer incómodo
0,solo vengo nariño sentir yo incómodo xd
0,peso contar dique mortificado bajo dólar
0,insólito oposición mortificado google presentar dólar mortificado sabandija euricsanti
0,poder perdonar fácilmente orgullo si mortificar
0,realmente mortificado saber si poder participar expo falta dinero deudo preso primo acabar dar aguinaldo aún deber
0,facilidad perdonar orgullo si mortificar
0,preguntar recuerdo leer save wattpad escena saber pasar binghe adolescente justo qingqiu entrar pánico salir correr caer fuentelaguna sonrojado
0,regalar dos rosa bonito bonito sonrojado aún
0,acabar abrir boca golpe rostro sonrojado esperar aquel repentino avergonzado movimiento oye protestar hecho malo solo cantar
0,bn sonrojado tieneees eeeir
0,hacer hilo vez q max sonrojado culpa checo
0,cómico elocuente ingenioso rápido filósofo cuestionador chistoso carismático icónico agradable buen hablador etc etc tímido pc
0,claro fiesta deni bauti evitar rato timido decir ir hacer poder esperar sentado pasar si mover alan ir mover granhermano
0,bauti odiar fiesta decir mil vez tb flor decir aunque cantante timido nota si luego hablar si tirar cosita granhermano
0,enamorado amigo manager gregorio dioooosssss taaaannnnnnnnn reservado tímido simpático vergonzoso canchero yyyyyyyyyy
0,pajar querer hacer social ser tímido envidia dar gente cara duro ahre
0,q q querer confundido
0,cansar hablar loco mina re ayude venir querer dejar yo mal re confundido querer dejar yo mal termo mierda alto pilcha gracias fíjate dar amigo contar
0,siempre ser todo vez confundido
0,quedé confundido
0,seguir confundido avanzar
0,desconcertado realidad vivo subconsciente
0,trist enojado sentir remordimiento frustrado quizar ninguno respuesta desenfocado mejor desconcertado mejor quedo callado
0,totalmente desconcertado hoy
0,licha hacer desconcertado re nico habia susurrado kjjjjj
0,golazo faltar contundencia contundensia desesperante equipo caído empir tú cambio digno demente desconcertado aún equipo
0,ocurrir siglo xx ir ser mejor pasado poder demostrar él año contado titubeante paso fatigado respiración cierto desgracia ir suceder ejemplo guerra hambrir tanto zymborska
0,ocaso siglo siglo xx ir ser mejor anterior poder demostrar él año contado titubeante paso fatigada respiración sucedido demasiado cosa deber haber pasar pasar pasado
0,votante frustrado economía brutalmente frenado pandemio recuperación titubeante crisis deteriorar indicador social ensañar sector menos recurso amenazar posición clás medio frágil opinar salvador romero balliviar elfaronetescolumnaselvotodelafrustracionganoeltourelectoralde
0,hacer día alguno día apreciar corazón titubeante marismos sosegar cómo inquietar sólo procedimiento exacto
0,varane apetecer nivel bajado muchísimo varios ocasión perdido titularidad luego vuelto demasiado titubeante buscar opción ejemplo laporte aunque creer difícil sacar él allí
0,pordio demasiado torpe odio
0,ala gente veces pensar tanto torpe justo hoy sacar mrd rodilla
0,torpe distracción dulce sensación
0,cosa favor voy decir vida hacer torpe juego típico poner jugar educación físico bolo sabéis hacer crack envolvedora top regalo tener infinito imaginación to ir ser torpeza
0,torpe distracción
0,desconcertado realidad vivo subconsciente
0,trist enojado sentir remordimiento frustrado quizar ninguno respuesta desenfocado mejor desconcertado mejor quedo callado
0,totalmente desconcertado hoy
0,licha hacer desconcertado re nico habia susurrado kjjjjj
0,golazo faltar contundencia contundensia desesperante equipo caído empir tú cambio digno demente desconcertado aún equipo
0,abrirte alguien poder hablar incómodo
0,disfrutar silencio incomodo
0,dar gracia chistoso incomodo irrespetuoso quisiera callarar rato
0,reencuentro tanto incómodo diosss
0,agradar persona silencio incómodo
0,ser humano sometido miedo limitación humano tipo mirar hacia mismo producir requieren desear lugar hacer esfuerzo autoconsciente expandir presencia cristo dentro corazón
0,querio ser menos autoconsciente
0,dario beso cantar totalmente metaliterario autoconsciente
0,primero treat día merezco mantecaito soportar horror diario ser corpóreo autoconsciente
0,ser autoconsciente primero paso
0,sentir abrumado
0,salvador único persona abrumado versión nadiecomotú
0,abrumado airdrops youtube imposible gestionar él mover rápido determino plan quemo
0,oh vacación tesoro incierto venidero preciado cualquiera trabajador abrumar sobreexplotación sueño fugaz dinero parecer importar cambio breve respiro placer diversión alivio tesoro perdido ahora convertido
0,consejo nadie pedir si día sientes abrumar triste enojado ansioso cerrar ojo piérdete respiración
1,hacer sala voz hablar amigo poner celoso interrumpir final solo hablar
1,alar mirar él rosi joel celoso granhermano
1,hacer cyr ce él bien bien celoso
1,jevo tá celoso
1,ar celo decir celoso
1,solución infalible caer él mal demá existir siempre alguien envidioso mundo hipcrita sincero malo
1,fandom boss hablar hispano fandom envidioso conocido internacional
1,q podía hora ver empezastir joder buen envidioso x veo q joda así cruzar tmpoco t ir andar atrás ovulo perseguir espermatozoide miamor
1,envidioso tos celoso
1,quejo queja soluciono vivo dejar vivir disfruto envidiar demá vecibicha vecimasquebicho envidioso además amarguro
1,suerte alto resentido
1,tal vez si pusieras trabajar limosnear pinche gente huevón
1,decir propio madre comentario racismo decir saber aaaah colombiano racistaaasss hpp
1,manzana gracis gordo resentido granhermano
1,bailar kennys palacio criticar coach oscuro ver resentido poder bailar rajar
1,bajo ridículamente despechado vivir dejar vivir
1,favor infumable emanuel nir ke personaje historia ig modo despechado siempre bastaaaa
1,despechado poder consolar yo dos poder imaginar
1,ver hacer día carlito maslaton twittear descanso hora peor cós hombre despechado
1,granhermanoargentina granhermanoar granhermanoac rosinar desconfiar alanahora furio si saber pasar alan despechadopor fin gente ir armar quilombo alar
1,ser inseguro pa feo dame ce él engaño alv
1,ay man hacer sentir inseguro hacer asombrar apariencia provocar cosa meh
1,hombre inseguro dar tener mujer mirar
1,todo chica lindo feo inseguro nariz tucán
1,hacer comentario gente ansiós inseguro
1,dolor fin mundo llegar momento hablar simplemente dolor volver redundante nadie saber existir dolor magnitud nadie poseído demonio
1,ajajaj mcbridir poseído stephen curry
1,creer q michael jackson poseído jung kook loco ver bailar standing next you solo pensar michael hacer mismo cara mover parecido bastar
1,paciencia obediencio virtud nunca poseído vdd
1,char él tarde suceso paranormal conclusión juanjo poseído monja asesino hollywood hacer scripts así buen simplemente cine
1,si conocer cara bebé beber dor compulsivo
1,música humbe perfecto corazón hopeless romantic obsesivo rogón llorón empático vengativo compulsivo honesto
1,puta madre ver arcane buen ahora celu pensar jugador compulsivo lol
1,dejar ser tanto compulsivo siempre ver necesitar
1,gobierno verdad medio mentirosos gobierno comandado mitòmano compulsivo
1,sorprender competitivo poder llegar hacer pongo objetivo doy lograr muero intentar quedar yo mitad nunca
1,alejar yo idea volverme asomar juego competitivo pokemon favor
1,cry menos competitivo xd
1,mejor cita mundo increible poder pasándolar tanto bien ir jugar pool siento q gen competitivo ir generar incomodidad
1,rentar dejar to dedicar yo full time pokemon competitivo huevo insti creer mejor nivel ahora mismo ayer koi motivado respuesta serio pls
1,bueno después tiempo caer cama dolorido pronto recuperación
1,francamente bien ahora mismo dolorido buen doriar ocupado tarde evidentemente tal podido dar él tirón oreja solo seguir genocidio cejo cejo
1,pena alcanzar hermano perdido adiós dolorido buscar fe esperanza palabro confiamo certeza devuelto vida llevado luz devuelto vida llevado luz
1,aunk ir dañar dolorido ser
1,quién comer ayer volver súper chaparrón caer madrid mañana hoy cuerpo dolorido destemplado exacto puto invierno
1,gelp fracaso total cowen vo aprendiz comisión directivo importar mierdo q pensar pedo sopa decir amigo andr
1,rico ver familiar hacer añisimo v saludir amor
1,gelp imagina feliz q pipo equipo esperábar q llegar finde q venir confiado tranquilo orgulloso aquel equipo realidad creer q vo aunque reconozca
1,gelp todo buena noticia cowen tarragona guiffrey pelotudo saravia querer benja noticia sos crackkkkkk
1,gelp contano cowen actividad ir ser competitivo tiro blanco bochas pelota peloto teto dalir q interés leerte so presidente lujo
1,decir gusto raro poesía erótico perverso degenerado sonríel dil mejor loco vivir amargado dil sexo arte obsceno merecer ser venerar vez suave lento vez salvaje acelerado
1,q feo ser espert osea sos viejo pelado facho amargado asqueroso cínico despreciable pedir cárcel bala aquel q piense distinto
1,osea si ir x establecimiento compro todo botella double black vender trago esquín colonia acaparador encajoso chalir si whiskys establecimiento bar tequilar ron etc
1,si gustar reggaeton posiblemente gordito compu amargado vida contacto femenino
1,bueno separaste paula demasiado mujer gueon tanto amargado inseguro materialista gueon persona ser humano mierdo lindo paula mujer interesante podemoshablarchv
1,molesto tener andar controlar decís mínimo ofender
1,después varios comentario agrio hate respecto costco llegado conclusión nenis deber ir chingar madre dar asco
1,parecer increíble molesto xochimilco taco cerca buen
1,melchor grax compra baltazar molesto ticket
1,párese re injusto mujer opin xq molesta enojar tratar mal solo comentario si molestar xq verdad
1,sueño frustrado tener sexo mujer
1,amigo q hueso bass tar frustrado
1,sueño frustrado ser gótico ser romántic goth
1,frustrado csmr
1,sueño frustrado haber estudiar alguno carrera querer comunicación arquitectura diseño gráfico pues
1,tweet programado tal vez publicar twt dormido afectado crema whisky tome xd
1,venir estación servicio solo aceptar pago efectivo tomar nota cuadernillo inventario motivo sistema temo ransomware afectado ojalá poder resolver él amén
1,orar oración afectado
1,querer confirmar actual embriaguez sábado afectado votar violeta fav otdirectod
1,sólo decir chiste transfóbico sólo afectar persona tran si seguir alimentar estigma autolesión suicidio grupo afectado suicidio hombre año así awas awas
1,brazil i m devastated cansado irritado and desgostoso
1,castigar siempre sentirás presionado irritado agradecimiento disfrutarás cada día pueda dar mejor cuerpo
1,stalkear ví nombre word sentir irritado ugh
1,ª vez preguntar marcelino fichaje ª vez marcelino contesta irritado extrañar cuerda marcelino directivadir deportivo tensado último día visto corto plantilla exigencia marcelino
1,hoy ar irritado red social
1,odar sentir molesto c
1,perdón deber buscar dónde buscar si comprendo molesto mas
1,ouedir ser molesto maricon dijebq hacer tarea dejar chingarme madre
1,molestar escuche miranda cus i m healing
1,yo deber ser molesto
1,acordé ex decir exasperado preguntar si verir día siguiente presionar querer verme creer q manera bonis decir cosass
1,quitar gafa rostro mano pasado mismo exasperado imbécil murmurar dicho director girar él ver estudiante tranquilo respiren enunceír cierto monotonía girar él pensar
1,mirada posar chri exasperado deír linterna sostener ordenar sacar sigsauer p mochila similar glock siempre cargo incluso academia silencio costumbre ahí caminar lentitud
1,ahí ir grito jura llevar día escuchándolo todo parte acabar decir mismo suspiro exasperado voooooy suponer cardo vaya temblor dejar claro conforme ir acercar notar
1,ceja arqueó comentario yuri exasperado sorprendido comportamiento gracias emitir cierto disgusto espero dejar gastar salivo decir tontería bufó nadie quién molestar ahí ver par
1,hiciste señor corazón inquieto descanse san agustín
1,permitid q espacio unión dejad q viento dancir amao mas hagáis amor prisión preferible q inquieto mar playas d alma llenad copa mas bebáis d solo pedí
1,ser víctima amor sufrir dolor ajeno principalmente dolor corazón cristo
1,semana esperar sentir movimiento bebé recién semana empezar sentir hoy pisar semana pedir calme poquito super inquieto cierto horario
1,primero vez indagación rondar dentro psique azabache imperioso sensación instigo desplazar él dorso extremidad hilera rebelde prolongado cabellera crío inquieto medio apacible monólogo cobrizo
1,último película rápido furioso encontrar esfera dragón revivir mundo vergo
1,comparto tratar rosina furioso así defender furia maltrato comentario culo hacia creer debeer hacer él rosina granhermano rosín
1,primero rapido furioso bien
1,buen primero rápido furioso terminar luna
1,alguien poder dar él tiro robertito granhermano
1,toquéi cojón examen acabar dar cuenta irascible
1,llevar tiempo aguantar mala actitud mala contestación pensar irascible amor propio así seguir
1,irascible gente viernes
1,fumar luna miel día día gobierno desconocer espiritualmente pueblo argentino ir hacer llegar agotado irascible inicio ciclo lectivo uno bestia nunca visto
1,hoy déjenmar irascible
1,después casi hora grabar vídeo fastidiado tarjeta perdido día fresco repito hoy mejor descansar
1,fastidiado incómodo
1,fastidiado
1,hoy triste enfadado correo correosatiendir perdido envío obra original fastidiado fiesta uno cuanta persona
1,vaya semanitar insomnio asquerosita verdad funcionar dormir junto tremendo bombón fastidiado ciclo sueño semana literal
1,tal vez ver mañana asusta demasiado jsjs demasiado nervioso
1,gustar sacar él conversación persona bro nervioso pongo tratar persona gusto
1,papá tanto nervioso poder dejar hablar auxilio
1,año noche vuelvo tener aaaaaa toy nervioso
1,acabar joder sistema nervioso
1,qq tanto impaciente wacho
1,llevar uno gana enorme hacer diseño tallulah ahora hacer demasiado idea poner impaciente aaaaa
1,impaciente
1,querio mostrar boludez youtube hijo faltar segundo maso momento climax impaciente dejar presionado barra espaciadorar ohhhh video empezar adelantar él ff carajo mas ocultar ser
1,noriega impaciente terrible turno
1,indignado regalar protector solar
1,papá indignado isabel pasar goma aire
1,poder creer paramount estrene argentino musical mean girls indignado nunca vido necesitar ver él cine
1,indignado rey poner melchor jovenzuelo barba postizar edadismo acabar
1,niego pasarmar cuatro año indignado
1,gana dar mega tour museos provincia re pajar calor hacer turno noche
1,depresión enojado disque contesto mensaje
1,segmento jeff jarrett asociados jarrett decir lethal ganar lucha hacer mes refriegar cara haber vencer jeff hardy eddie kingston lethal enojado punto irse golpe jarrett aew aewrampagir
1,bld enseñastar mil cosa agradezco pasar muchísima q pasar cualquiera relación gustado q diga verdad primero momento enojado vo ahora ver t dar decirme si volvi
1,contar enojado conmigo ama jajajajajqj
1,television chileno sucumbio mal gusto telenovelar servicio judicial mal gusto etc mas mas exasperante mal gusto cero progreso comunicacional cultural
1,siiiiii adentro jajajajajar fin lpm
1,página vergo sos movistar arena hs fila volver inicio vuelta
1,jaja colgar ir trabajar toalla mirar cada min fila movistar arena floricienta jajajajajaj ups llego tarde
1,chau hora
1,pq tanto irritable
1,hora poner irritable
1,si mal humor infumable viejo totalmente detestable irritable dio
1,ar súper irritable dolor cabeza llevar día si explotar
1,irritable hoy querer hablen
1,preocupar gesto rafa parecer contrariado ir bien brisbane
1,pues ar contrariar
1,ahora contrariado teoría permiso mayor decir tritón jugar asustar mortal mente repetir thanato regañar acortar vida mortal jugar débil corazón
1,especialista pasión decir amor eterno si contrariar pasión lucho
1,principio contrariado bc cambiado actriz claudiar entender louie narrador poder confiar entender incluso idea claudiar apariencia mismo siempre ser cambio q terminar justificado
1,sueño frustrado tener sexo mujer
1,amigo q hueso bass tar frustrado
1,sueño frustrado ser gótico ser romántic goth
1,frustrado csmr
1,sueño frustrado haber estudiar alguno carrera querer comunicación arquitectura diseño gráfico pues
1,tobia podro ser desalentado agraciado carismatico buen fisico nunca caerio mal
1,bonsi quitado foto perfil decepcionado defraudado abandonado frustrado derrotado desconcertado desilusionado angustiado abatido desanimado estafar engañado fallado disgustado timado desalentado lamentado molesto olvidado puta madre ir
1,acabar terminar soprano afligido apenado entristecido apesadumbrado atribulado pesaroso mohíno mustio taciturno compungido lloroso cariacontecido amargo melancólico apagado desmotivado fatigado desanimado desalentado decaído entristecido
1,si sentir desalentado crees suficiente enciende llamar corazón secate lágrima miro hacer adelante poder quieras  frenar paso tiempo esperar nadie quedar mirar mientras hacer duelo
1,explíquenmir favor si desalentado consumo comida chatarra sello vender tren maya menú decir fritura pastelito cambio nombre propio gansito chocorrol marinelar pagar exclusividad entiendo
1,sentir abrumado
1,salvador único persona abrumado versión nadiecomotú
1,abrumado airdrops youtube imposible gestionar él mover rápido determino plan quemo
1,oh vacación tesoro incierto venidero preciado cualquiera trabajador abrumar sobreexplotación sueño fugaz dinero parecer importar cambio breve respiro placer diversión alivio tesoro perdido ahora convertido
1,consejo nadie pedir si día sientes abrumar triste enojado ansioso cerrar ojo piérdete respiración
1,después varios comentario agrio hate respecto costco llegado conclusión nenis deber ir chingar madre dar asco
1,parecer increíble molesto xochimilco taco cerca buen
1,melchor grax compra baltazar molesto ticket
1,párese re injusto mujer opin xq molesta enojar tratar mal solo comentario si molestar xq verdad
1,molestar vacación hora volver aparta
1,último ingreso partir madre vida mip imaginar cansado desilusionado comida buen mantener pie
1,saber si enojar triste desilusionado ptm
1,desilusionado desarrollo personaje bien mamalon
1,todo puta mirar caro pobrecito desilusionado chicoo
1,ir ver inmigrante pedro sánchez abierto puerta poder dar páguito barra libre baltasar cabalgata ningun niñ desilusionado
1,costo viernes después jueves agitar ahora prender fueguito conseguí carne oferto
1,todo tarde hacer fila virtual comprar entrada flor llegar agitado
1,agitado físico mentalmente
1,alex casa venir amigo super agitado decir viv abuela decir decir señora subir escalera mirar cago otdirectoar
1,porra to agitado
1,diferenciar ser incomprendir ser autentico equivocado notar diferencia interesante preguntar
1,erik solo ser incomprendir matar gente inventar método torturar amenazado medio mundo christine terror horrible
1,incomprendido
1,uy mano preferir morir yo enfermo
1,solo mago incomprendido
1,último película rápido furioso encontrar esfera dragón revivir mundo vergo
1,comparto tratar rosina furioso así defender furia maltrato comentario culo hacia creer debeer hacer él rosina granhermano rosín
1,primero rapido furioso bien
1,buen primero rápido furioso terminar luna
1,alguien poder dar él tiro robertito granhermano
1,gorda deber sentir re impotente
1,hacer día publico contar paolo sentir culpable mismo tiempo sentir impotente gana hacer vida afecto
1,impotente sentir ptm
1,volver ver carita decepción después obtener nominacion volver hacer sentir enojada impotente vdd
1,ver si union x patria poner pilas saco síndrome gobernante impotente pelotudo alberto empezar hacer él valer oposición estar esperar
1,preocupar gesto rafa parecer contrariado ir bien brisbane
1,pues ar contrariar
1,ahora contrariado teoría permiso mayor decir tritón jugar asustar mortal mente repetir thanato regañar acortar vida mortal jugar débil corazón
1,especialista pasión decir amor eterno si contrariar pasión lucho
1,principio contrariado bc cambiado actriz claudiar entender louie narrador poder confiar entender incluso idea claudiar apariencia mismo siempre ser cambio q terminar justificado
1,harto estúpido anuncio mini lavadoro temu
1,harto kiero comer madre hacer comer fuerza ayufar
1,pai harto siempre llego horario alto pa q parta partoo
1,harto
1,harto d mundo d gente
1,daigneault enfadado sangre tío final
1,orgulloso q dicho cn marco verdad esq discutido enfadado casi nunca
